dir,EWCII,VminCII,EWSiIIabs,EWSiIIemi,VSiII
0.0,0.24852655679881488,-224.46772984651,0.2429045369922322,-0.5768237720224809,-142.58564832134198
1.0,-0.46883800921955887,-215.02253190415664,0.6093083925352035,-0.36860912526745737,-133.12703613392426
2.0,0.12243589854510724,-208.15392501437623,0.9676184692053807,-0.07762358630012134,-126.2486743213688
3.0,0.024420291047826247,-217.59912295666302,0.19751202463236808,-0.5421566568798581,-135.70728650875324
4.0,-0.28982049154892464,-234.05307322714114,0.2498713290884434,-0.6257644628460943,-152.18460498419014
5.0,-0.07357148344056717,-232.10098948591636,0.13440955772783242,-0.573627673946483,-150.229748857462
6.0,-0.21956699028358817,-221.98102446021915,0.3793366649746797,-0.506576787013693,-140.09541127000062
7.0,0.26546477733639545,-209.621316411377,0.4331523608964248,-0.3684727674596928,-127.71814973484031
8.0,0.07737428106138446,-202.26201468742877,0.3571732603427355,-0.3672705752647627,-120.34839619424328
9.0,0.10229490463149472,-204.21409842868687,1.076717236084943,-0.19964796416610323,-122.30325232097145
10.0,-0.026958364704341174,-214.3340634543175,0.6480777858289087,-0.2426255013679487,-132.4375899084661
11.0,0.10959805801052631,-226.69377150315964,0.3877628776441653,-0.5705876739777107,116.82151088006238
12.0,-0.09818570527315214,3.3758883365430066,0.692018058918671,-0.4083700464729937,-161.87601681358205
13.0,-0.15745965160141867,-245.04011749341478,0.23248333892611373,-0.802082761358839,-163.18725325425143
14.0,-0.37644402090089124,-239.97104080009706,0.4706807340101502,-0.5717084950078937,-158.11097736431503
15.0,-0.3121562906942881,-229.88176558035735,0.049610049605927665,-0.7416266432265337,113.62898915460795
16.0,0.1846601262030786,-217.47570498152157,0.4109439679945042,-0.42447570467674284,-135.58369325312955
17.0,0.22792484848962943,-206.07705292228067,0.1510228147000605,-0.475691461988615,-124.16885261709285
18.0,0.5996017267172487,-198.7400690167626,0.7839718109185749,-0.15031212206896466,-116.82144859111128
19.0,0.445734551076905,-197.43069217729465,0.26212159979020455,-0.35087827987101383,-115.51021215037532
20.0,-0.09708933732034952,-202.49976887061237,0.8906850544139435,-0.19733062841304677,-120.58648804027845
21.0,0.15180023350572802,-212.58904409035205,0.7998947415286415,-0.43346570062085304,-130.6900922356125
22.0,0.1741364026349426,22.111524301335265,0.8763182139874519,-0.3649918504949292,118.52259017212502
23.0,0.22362000631008064,-236.39375674842876,0.7137297358854977,-0.5478669911471167,107.1077495360883
24.0,0.3328170214587593,-6.87990954406909,0.554949989302536,-0.5219067182009443,-172.14638016835372
25.0,0.5507425098174799,-9.738359334695419,0.38031537571518337,-0.7584485647227712,-175.00888958228407
26.0,-0.13787770394987625,-7.831579825580977,0.3832291635427006,-0.7026414472676696,-173.09940202958612
27.0,-0.4817451567783374,-248.55648990257026,0.12501040251648374,-0.8159116971618308,-166.70861968058838
28.0,-1.2738105212072992,-238.6713904386985,-0.3719040645748721,-0.5998453724223081,104.82688110826093
29.0,-0.17755812147827651,-226.78782720922084,-0.047921824756865364,-0.8044841556759157,-1453.0908523475632
30.0,-0.38976158557105345,-214.71496499111674,-0.25924706657957947,-0.6974589115958043,-132.81903240863872
31.0,0.06808853108416754,-204.29078761629904,0.4426827749162639,-0.3395369855065845,-122.38005042403272
32.0,0.7103566788071523,50.004347395843865,0.32745571638040527,-0.37549567488385927,-115.18133515297032
33.0,0.8006451933082298,52.86279718643691,0.5800323756931431,-0.1658421720183642,-112.31882573900668
34.0,0.7214541456980748,-196.15061131316736,0.5711694175666896,-0.3493834197453676,-114.22831329173793
35.0,0.17713364582932192,-202.53233022676773,0.8211009593476929,-0.487029095962661,-120.6190956406691
36.0,0.3411535956030635,34.68919929988359,0.9954220030052039,-0.3786798296896873,-130.51823410596276
