dir,EWCII,VminCII,EWSiIIabs,EWSiIIemi,VSiII
0.0,-0.024343637153767222,-219.35788721265072,0.7426491068054489,-0.40748288086840084,-137.46854859428953
1.0,0.3029413523962607,36.03574016757132,0.7940563356511071,-0.276038985757976,-129.16978085596293
2.0,0.5990374151195552,43.081645994899795,0.44104730763531563,-0.28962864564002444,-122.11386830274017
3.0,0.15027755878105037,-212.31198138532227,0.951028018884992,-0.2446403494385556,131.22372628262204
4.0,-0.22182795660170201,-228.21798715957445,1.2773294444302676,-0.33150028709933244,-146.34123181927572
5.0,-0.2883083637405936,19.828921666989388,1.0552556125833155,-0.2575895042572518,-145.39961658043293
6.0,0.28487104310819106,28.70794510125327,0.6014292755620902,-0.45339715577155004,-136.50798299255857
7.0,0.5732245468436348,40.324500626599246,1.0399495528108071,-0.18498873961704398,-124.87492941988096
8.0,0.5694333357960167,47.873767564395166,0.6449860124120035,-0.3633257360465594,-117.31494087340339
9.0,0.4051416389487583,46.93348772835443,0.7522438004819972,-0.30297748529750224,-118.25655611227945
10.0,0.4716050023441886,38.05446429402398,0.7517726465285888,-0.5466520471272547,-127.14818970008726
11.0,0.008421879336284063,26.43790876874457,1.052789456216728,-0.2562005640338118,122.85511905082407
12.0,-0.4666873711615532,-237.39683049621254,0.5145199169847557,-0.5446975670850598,-155.53311111926067
13.0,-0.516574983834973,-239.48881228534208,0.645217119022006,-0.5120934602881435,-157.6280639797373
14.0,-0.3693497734056319,11.520770988674682,0.7939008130197607,-0.5751037917798372,-153.7195666482316
15.0,-0.12474164828155786,20.372867896487534,0.6701410273981941,-0.3198471083353527,-144.85489782842285
16.0,0.38470911329826657,31.80219521084018,1.1125893464788565,-0.285682316672496,-133.4093383716739
17.0,0.790145188245786,42.746273907782566,0.9774755483590584,-0.24365878807719105,-122.44971669145507
18.0,0.8647183307291246,50.272646938608275,0.5529444109072017,-0.29610895483676974,-114.91265456624511
19.0,0.7987680164500112,52.36462872773781,1.0946251716058817,-0.16042614940936295,-112.81770170580177
20.0,0.8294911449567638,48.46167444427745,1.207947114528568,-0.3011683354287348,-116.72619903727418
21.0,0.32608886914268836,39.60957753639803,1.0605595977845397,-0.31591167060042874,136.04549446653928
22.0,-0.06837998697016416,28.18025022211195,0.6576088276224066,-0.5254923864769708,124.59993500982361
23.0,-0.21275975242977813,-229.87045746538683,0.7304509866436121,-0.5349600159713076,-147.9960489940507
24.0,-0.631108169415347,-247.34936397245338,0.3327797781373996,-0.654698621330559,-165.4997793679273
25.0,-0.8549442795613331,-250.8431121174942,0.35669444451965426,-0.5020503917569128,-168.99848939884708
26.0,-0.4830923269046506,-249.92465442720228,0.9122558414551354,-0.5132425333535005,-168.07872729795594
27.0,-0.5911227603789769,-244.7338177591854,0.48167369242086844,-0.584455503550844,-162.8805185074566
28.0,-0.277832525443562,-236.06085994092166,-0.2509128610026474,-0.8113429851695166,-154.19524319381486
29.0,-0.25208767960437845,-225.22616017975545,0.855182102966144,-0.5234638294361948,-143.34515579138443
30.0,-0.019460645438228105,-213.8792032975666,0.6041740280782086,-0.5715166294563521,-131.98208375083723
31.0,0.8874103868472905,43.35916837135206,0.7404136427827718,-0.22556259090763864,-121.8359517838799
32.0,1.2144226413698602,50.73323086752739,0.8361761472401099,-0.19201966713899174,-114.4514165074826
33.0,0.6689194880762649,54.22697901253493,0.9964403483173839,-0.2627090387669215,-110.95270647659609
