Galaxy,OutputAll0,DirAll0,x2All0,outAll0,OutputAll1,DirAll1,x2All1,outAll1,OutputAll2,DirAll2,x2All2,outAll2,OutputAll3,DirAll3,x2All3,outAll3,OutputAll4,DirAll4,x2All4,outAll4,OutputAll5,DirAll5,x2All5,outAll5,OutputAll6,DirAll6,x2All6,outAll6,OutputAll7,DirAll7,x2All7,outAll7,OutputAll8,DirAll8,x2All8,outAll8,OutputAll9,DirAll9,x2All9,outAll9
UDS157594_P3M1Q4_P3M4Q4_P3M2Q4_P3M3Q4_007_2,148,40,4.838972027688311,-30.0,148,177,4.9603347099026545,-32.0,148,154,5.29342284423281,-35.0,149,185,5.381617948913361,-41.0,149,167,5.395677082135017,-40.0,148,226,5.51295515047134,-43.0,148,200,5.704061484177654,-29.0,149,183,5.709957687714298,-43.0,116,208,5.7186462218082115,-41.0,148,220,5.764161440150003,-27.0
UDS021526_P4M2Q1_P4M1Q1_P4M4Q1_P4M3Q1_002_2,148,157,1.0748830598745482,3.0,148,220,1.1874317442860138,-1.0,152,253,1.2553374126094266,2.0,158,243,1.270165654823216,0.0,101,204,1.3313688734641673,5.0,161,203,1.373833883361527,0.0,150,37,1.415152466503345,1.0,152,188,1.422055255347873,1.0,161,184,1.4245800573703598,1.0,149,136,1.4537313752941534,2.0
UDS014660_P2M1Q1_P2M2Q1_P2M3Q1_P2M4Q1_003_1,164,97,1.0715298576743515,10.0,164,118,1.0819604654454742,13.0,163,77,1.1236856731157774,10.0,163,97,1.1807635627042623,12.0,149,185,1.2056301238050444,2.0,162,183,1.2067588586221283,10.0,148,154,1.2392889901957584,7.0,163,96,1.2398203954524312,10.0,148,177,1.2642295320530648,11.0,99,197,1.2677594246460058,8.0
CDFS107694_P3M3Q3_P3M2Q3_P3M4Q3_P3M1Q3_006_1,102,213,1.9816320168492751,10.0,102,214,2.1576704182264423,10.0,106,145,2.171921965884869,11.0,102,194,2.178657028997895,10.0,106,164,2.260466036844702,8.0,106,224,2.272736039941963,8.0,104,124,2.2762198595035525,12.0,104,223,2.3310352531387846,8.0,152,196,2.3602754315573478,2.0,148,40,2.3704571169860875,-1.0
CDFS016098_P4M4Q1_P2M1Q1_001_1,149,203,2.38789193620804,-40.0,149,185,2.4415643611416518,-35.0,99,197,2.711612317235037,-29.0,162,183,2.8020802539676612,-27.0,143,120,2.8199796513672615,-30.0,164,97,2.8312970218246685,-27.0,148,154,2.90261907996312,-29.0,99,78,2.95853808876225,-34.0,99,137,2.963268370206629,-33.0,164,118,2.9670488341524126,-25.0
CDFS101596_P4M3Q3_019_1,158,243,1.5855660700443959,4.0,145,13,1.5926056856124509,5.0,152,196,1.7585627993794704,4.0,150,37,1.7818537505464174,8.0,152,253,1.8035517320678915,9.0,101,204,1.8041248386248587,8.0,145,16,1.8090442805218803,5.0,122,261,1.8818943772669474,10.0,160,39,1.8879705250543468,9.0,101,105,1.929515183931234,9.0
UDS150302_P1M4Q4_P3M1Q4_001_1,148,95,0.9418328150838228,-12.0,148,78,1.0178379110115934,-10.0,151,56,1.0245807681998151,-11.0,149,74,1.0382613419676594,-6.0,148,224,1.0464234759526476,-2.0,151,38,1.0526585180787271,-14.0,148,115,1.0643926720944894,-9.0,151,23,1.0993296530876426,-12.0,140,59,1.1022266142398347,-12.0,152,22,1.1059226810225722,-13.0
UDS383959_P4M2Q1_P4M1Q1_P4M4Q1_P4M3Q1_009_2,148,131,1.8706591398845245,16.0,148,101,1.8855451960689267,25.0,148,241,1.9032764803155229,11.0,148,224,1.9101876106447742,15.0,115,185,1.9114802970403442,21.0,148,181,2.054616314183535,21.0,116,204,2.0760400128240937,25.0,148,102,2.0766000102855564,25.0,148,139,2.0997547289324987,28.0,149,168,2.13653681298999,20.0
CDFS009134_P3M3Q3_P3M4Q3_001_2,149,203,0.8083899511087296,-49.0,143,120,0.8209108798885907,-41.0,99,10,0.884784907392155,-39.0,99,197,0.9264959799730292,-41.0,152,196,0.9365841876615846,-34.0,102,10,0.9619012269713065,-41.0,100,220,0.962686361892418,-39.0,148,60,0.9930132888176033,-38.0,149,185,1.01778237511699,-47.0,99,137,1.026234446245028,-45.0
CDFS023836_P4M4Q2_020_1,149,203,1.0688346921523217,-37.0,148,60,1.2441812155740197,-26.0,143,120,1.294768805325455,-25.0,148,154,1.3365255169493884,-30.0,148,177,1.3497401828923263,-26.0,149,185,1.3539076292501928,-35.0,164,97,1.4343463250652826,-27.0,164,118,1.4885129746281056,-23.0,99,78,1.5002180585764142,-31.0,148,198,1.5201558414855643,-25.0
CDFS203169_P4M2Q4_P4M1Q4_002_2,152,196,1.1906028416568095,9.0,152,214,1.1916833561420523,12.0,152,215,1.1961940492550374,12.0,158,243,1.2065862191721024,7.0,151,92,1.2138477183165692,13.0,120,246,1.2237729037013558,5.0,151,131,1.2411066131589081,12.0,115,104,1.2500475046047668,11.0,152,216,1.254585668540335,11.0,152,173,1.255690138127081,11.0
CDFS018915_P4M4Q1_P3M2Q1_001_1,153,10,0.5294124567875018,-25.0,153,174,0.5332322515176255,-22.0,150,189,0.5397624939029608,-23.0,148,183,0.5481572962128048,-21.0,149,96,0.5654789687690891,-25.0,99,108,0.5680018095087214,-22.0,149,222,0.5731241750534629,-29.0,150,59,0.5820024889002904,-25.0,153,134,0.583180532878086,-21.0,101,3,0.5863521564671288,-26.0
CDFS018882_P4M4Q2_P4M1Q2_P4M2Q2_P4M3Q2_004_1,149,203,3.5204676481835606,-22.0,148,220,3.5499470635467953,-3.0,99,10,3.6258908001017183,-11.0,152,196,3.95467021259395,-5.0,145,13,3.959049405760009,-9.0,143,120,4.0349222147748165,-14.0,145,16,4.104696510545987,-8.0,148,60,4.129565898962656,-13.0,158,243,4.130831702132142,-7.0,101,58,4.142204078627697,-25.0
UDS019380_P1M1Q1_P1M2Q1_P1M3Q1_P1M4Q1_002_1,146,155,1.4878366721196994,0.0,152,237,1.5114139341020847,3.0,144,40,1.5177677013430797,-3.0,160,235,1.518576101440206,2.0,160,236,1.519697763340967,1.0,146,156,1.5252185168165593,-1.0,152,253,1.5440158182539194,4.0,107,281,1.5454427548215974,2.0,147,189,1.5460352285332004,0.0,160,270,1.5533335358783062,5.0
CDFS113741_P4M1Q3_P4M4Q3_P4M2Q3_P4M3Q3_010_1,99,58,4.048980662552932,3.0,99,97,4.173120917290278,2.0,99,118,4.22452758798528,2.0,101,58,4.2701360483413335,-4.0,99,79,4.3360088981259075,5.0,128,125,4.365080927290143,2.0,99,158,4.3791792311909115,2.0,127,166,4.407684210786849,2.0,101,37,4.43883619737829,2.0,101,79,4.4488548312515155,6.0
UDS023283_P3M3Q2_P3M2Q2_P3M1Q2_P3M4Q2_001_2,99,77,0.7860737282237356,-17.0,162,121,0.8740378146810525,-6.0,161,118,0.8803007475111708,-14.0,162,203,0.895185506945777,-13.0,148,157,0.9022707278875614,-9.0,146,77,0.9129050112781549,-17.0,101,78,0.918888697472595,-16.0,161,137,0.9192341303515558,-15.0,161,203,0.9211406650667381,-12.0,161,163,0.9241727125473506,-13.0
UDS002893_P3M1Q4_P3M4Q4_P3M2Q4_P3M3Q4_002_2,151,53,1.7902926044354075,-1.0,153,274,1.7950487877303318,-1.0,102,225,1.8206033516449787,0.0,150,253,1.8316447158679683,2.0,160,39,1.8413218072209285,-3.0,101,185,1.8448748460195936,-2.0,150,37,1.8607557515565405,-2.0,97,105,1.8703827403728102,-3.0,163,224,1.8870066916696324,-5.0,151,52,1.8959470291617764,1.0
UDS019988_P1M1Q2_P1M2Q2_P2M1Q1_P3M2Q2_001_1,148,60,0.7643715366461848,5.0,149,203,0.7797985272755683,-6.0,164,97,0.7889425003807743,5.0,164,118,0.8001289653965746,7.0,162,183,0.8177870547190945,6.0,152,196,0.8502762205364874,11.0,163,77,0.8878226397279223,5.0,148,198,0.8927521614913078,8.0,163,97,0.9065260684370539,7.0,143,120,0.9161236388708378,4.0
UDS002133_P4M3Q4_P4M2Q4_P4M4Q4_P4M1Q4_002_1,100,185,0.8946465796908851,-29.0,94,93,0.9583470699927522,-27.0,148,157,1.0021510468489692,-27.0,152,196,1.041297819486052,-32.0,99,160,1.0656296758705082,-30.0,102,175,1.0902336960186056,-31.0,102,97,1.126021847586279,-31.0,148,60,1.12753656206292,-37.0,104,164,1.1359090078701983,-28.0,164,118,1.136016111239332,-34.0
CDFS108676_P1M1Q4_P1M4Q4_P2M1Q4_P2M4Q4_001_1,148,60,2.453036523087307,-5.0,148,157,2.593549596634559,1.0,143,120,2.7058646938428947,-6.0,148,220,2.740616447377939,0.0,148,176,2.8340247103437517,-5.0,164,96,2.8643590892522433,-6.0,148,198,2.870531603720986,-4.0,164,77,2.8890212639673734,-6.0,163,55,2.902693444797455,-4.0,153,187,2.9380755958319447,-3.0
CDFS229589_P1M3Q1_P1M4Q1_015_2,146,77,1.9857211108677442,10.0,101,21,2.022937009515143,13.0,99,136,2.029097795064749,14.0,146,96,2.043421052922209,10.0,99,118,2.05398629357478,7.0,146,76,2.068305079999338,12.0,99,77,2.0732362665413415,11.0,146,97,2.084060874253757,11.0,102,58,2.089138975288579,8.0,146,56,2.094756986213668,12.0
UDS148005_P4M2Q3_P4M3Q3_017_1,99,197,1.1372986315815476,0.0,104,184,1.203500390409491,8.0,99,78,1.2241792531819728,-4.0,100,98,1.2410408993073194,-2.0,164,118,1.2416643908708673,4.0,163,117,1.2773950574967137,3.0,100,138,1.2787633579985804,0.0,128,187,1.279833309612452,-2.0,128,126,1.3093568149938488,-1.0,163,97,1.3179095357237767,3.0
CDFS004717_P1M1Q3_P1M2Q3_P2M1Q3_P2M4Q3_001_1,148,60,0.18959066093042654,-13.0,152,196,0.31050557696142356,-8.0,149,203,0.3119610825387689,-23.0,148,40,0.32430140444591726,-11.0,148,198,0.3264203554630005,-11.0,164,118,0.3413184296183386,-12.0,164,97,0.3544735443747825,-14.0,143,120,0.3625541202245741,-15.0,162,183,0.3666148284683802,-13.0,148,154,0.37135168465628,-15.0
CDFS131717_P1M4Q1_024_1,148,142,1.054647516961898,39.0,148,295,1.0926574738450288,47.0,148,288,1.104462339259996,46.0,148,276,1.1206092440184208,46.0,148,293,1.1241037795700934,46.0,148,298,1.1389532331233687,46.0,148,287,1.1458696144359288,48.0,148,299,1.1477603912349195,47.0,148,162,1.1551212350302285,39.0,148,121,1.1631017170606892,-38.0
CDFS137347_P1M1Q1_P1M2Q1_P1M3Q1_P1M4Q1_015_2,99,197,1.9192442443892395,-1.0,100,98,2.052240732842547,-2.0,99,78,2.088025868986115,-5.0,104,184,2.1714395195461433,6.0,100,138,2.1738289031364078,-1.0,100,185,2.213733741157399,7.0,152,196,2.2518864524629816,6.0,162,183,2.315030711629429,0.0,100,220,2.3171488485008536,0.0,100,198,2.3568920818003902,0.0
CDFS224952_P2M1Q1_P2M2Q1_P2M3Q1_P2M4Q1_003_1,90,92,0.9008791611440231,-3.0,90,72,0.9208466882834689,-2.0,118,126,1.0095798798204332,3.0,90,33,1.0671716701798672,-2.0,90,51,1.0713418375447417,-1.0,102,78,1.0919831647734246,3.0,91,153,1.1279452468000553,0.0,117,254,1.1744671570122294,2.0,100,117,1.226205352523731,2.0,91,133,1.247673845302619,0.0
CDFS122764_P2M3Q1_P2M4Q1_015_2,102,10,1.2664067665978511,-10.0,99,78,1.3003966580439728,-13.0,143,120,1.3469732472882774,-9.0,100,97,1.370850316575296,-13.0,100,98,1.3748154987088652,-11.0,99,177,1.412035340061167,-10.0,93,113,1.4144731487911737,-6.0,101,59,1.4223194754982507,-11.0,149,203,1.425396140994927,-20.0,102,37,1.457183732782436,-11.0
CDFS132115_P3M3Q1_P3M4Q1_P3M1Q1_P3M2Q1_003_1,148,200,0.7278712396381171,-20.0,158,243,0.7347534017571846,-20.0,101,105,0.7361320673428214,-14.0,152,119,0.7698329222415972,-19.0,152,137,0.7844481384520501,-22.0,150,178,0.7878517986714595,-20.0,162,121,0.7884608866114915,-18.0,152,196,0.79459134746626,-18.0,148,40,0.7961767903676925,-21.0,164,238,0.7990979653567937,-14.0
UDS148558_P2M1Q3_P2M2Q3_P2M3Q3_P2M4Q3_017_1,143,120,1.172977368913923,-29.0,149,203,1.274325830227209,-38.0,148,60,1.3882086717033983,-27.0,152,196,1.4804284433513777,-23.0,99,197,1.5291680006392174,-29.0,148,157,1.529682095622669,-20.0,99,78,1.5424010614479928,-32.0,102,10,1.5922978929929164,-29.0,99,10,1.5973785116894204,-27.0,99,177,1.6424316736079017,-29.0
CDFS115673_P2M3Q3_P2M1Q3_P4M4Q3_P2M2Q3_P4M3Q3_P2M4Q3_001_1,149,203,4.218570378764633,-22.0,149,185,4.656932561367201,-18.0,143,120,4.794622037693153,-12.0,152,196,5.068330181411755,-3.0,164,118,5.076431554558768,-7.0,148,177,5.117182857584358,-9.0,104,184,5.286396431424276,-3.0,99,197,5.319160326464023,-12.0,148,154,5.443967646528849,-13.0,164,97,5.456098948310246,-10.0
UDS020437_P1M1Q1_P1M2Q1_P1M3Q1_P1M4Q1_007_1,148,220,0.7254231848726004,4.0,148,157,0.9025550434292824,7.0,164,98,1.0221466014472635,3.0,150,37,1.0435968342124862,4.0,149,97,1.0592616831206023,1.0,149,136,1.0789335676739873,5.0,158,243,1.0837981322237669,3.0,101,204,1.1236440044487674,8.0,164,78,1.1428583712900935,-1.0,163,78,1.1434999708286413,3.0
CDFS023170_P1M3Q1_P1M4Q1_013_2,100,221,3.3473696157109076,4.0,100,185,3.4390271556389806,-4.0,146,76,3.454623530592052,-11.0,101,154,3.457356394541351,-5.0,164,137,3.4577243614584434,-12.0,99,116,3.4634385180500535,-7.0,146,77,3.468024020759148,-15.0,100,204,3.468446393525766,3.0,145,78,3.4946688441955898,-18.0,163,118,3.496248070540741,-8.0
UDS022130_P2M3Q1_P4M4Q1_P2M2Q1_P4M2Q1_P2M1Q1_P4M3Q1_P2M4Q1_001_2,145,5,0.22550527170876103,8.0,145,27,0.24674195200496832,6.0,145,15,0.250379499430187,8.0,151,23,0.2526470865509506,3.0,145,14,0.2529845859269114,8.0,145,28,0.26117697541460905,7.0,144,125,0.2728876544201317,8.0,148,136,0.27988811789216594,12.0,145,6,0.28794854435045847,9.0,120,70,0.3041230057808155,11.0
