dir,EWCII,VminCII,EWSiIIabs,EWSiIIemi,VSiII
0.0,0.19801492708635862,23.044103197204958,0.4973131707715388,-0.49186158453701556,-142.1798687898325
1.0,0.2912769716419652,30.778481522030404,0.708461894587708,-0.2608480670853188,-134.4345059576691
2.0,0.7717531132010375,40.955901050341986,0.35903133590504305,-0.4447556330087205,-124.2426322696326
3.0,0.7392189748612381,33.221522725516536,1.0268188658668427,-0.26836625883753834,-131.987995101796
4.0,0.06468575902052459,14.649016075236736,0.45368118313702416,-0.4716661039418154,-150.58687877004255
5.0,0.08035967245222822,-234.30851626600275,0.1899828318945126,-0.5249754228561704,-152.44041080796887
6.0,0.2849149854398031,21.08503679116552,0.2715469166085216,-0.5850808710299753,-144.14171749830507
7.0,0.1560679497105482,34.65542054727144,0.5069489793453259,-0.49546160748787577,-130.5520608317959
8.0,0.5751336362227183,45.55991723505096,0.03169189272134951,-0.6338594044855843,-119.63207737575794
9.0,1.054295768763051,47.41082058580063,0.45774489826727305,-0.289138895183378,-117.77854533783164
10.0,0.7171258001111513,39.12389651918874,0.6157576687627074,-0.37230435013547475,-126.07723864749543
11.0,0.8100733861105051,25.553512763082818,0.5670119474746815,-0.5286333109306873,-139.6668953140046
12.0,-0.11225611818380488,6.092811137211877,0.42084830613225915,-0.47372208155041806,-159.15523538883292
13.0,-0.7513501709143792,-246.29785385627622,0.25564707668840775,-0.6871610367282162,-164.44677587759418
14.0,-0.5702610352679441,-985.8985319427518,0.9589086723039048,-0.08623022015835809,-162.72512534019293
15.0,-0.570668915466679,-236.3168518304828,0.4529317667099934,-0.517180696087834,-154.451598647896
16.0,0.7039292782592369,23.38041375627869,0.41589949811522225,-0.39022524254506086,-141.8430805962841
17.0,0.6237861001253145,36.92624289984354,0.3775583158724155,-0.4085319272976382,-128.27801341519262
18.0,0.6035166788851443,47.79767061108801,0.4180088954085509,-0.534838219350588,-117.39114590098197
19.0,1.1692281313167294,53.081706614019716,0.33419290632454446,-0.5580566547920323,-112.09960541218743
20.0,1.2578724614925973,51.36249772895926,0.403810662747883,-0.4187803494376376,-113.82125594962194
21.0,0.9258612548669662,43.10070458825955,0.6094556661300718,-0.30649506406721255,-122.09478264191888
22.0,0.8902639350488549,30.510067992021195,0.881018711708993,-0.42118612632345115,-134.70330069353076
23.0,0.6099061933706338,16.964238848389783,0.6456637554777241,-0.5368972044345015,-148.26836787462224
24.0,0.49055566147631735,-3.1505380868063844,0.5698216279443836,-0.503185516021524,-168.41171218864298
25.0,0.2946275188080677,-257.00013003644483,0.318784174164958,-0.5378011020769641,-175.16425162867029
26.0,-0.10619536823685718,-258.8080773636471,0.6138880854009023,-0.5493690161472945,-176.97476663618423
27.0,-0.14193977365447297,-255.40576546747934,0.23052180726755084,-0.8724353238693903,-173.56762271362228
28.0,-0.7702648011417564,-247.31116549205223,0.08506340932436512,-0.7937629158987208,-165.46152663737504
29.0,0.006191550779659945,11.35002208455459,0.8166485729016097,-0.3012082342880644,-153.89055805312373
30.0,0.7683113295606472,24.605462479029317,0.5055620904517181,-0.35432593285862546,-140.61629203665305
31.0,0.6506053271308923,37.54376404257404,0.6314416106300438,-0.33075307540355803,-127.65961525753191
32.0,0.4972146775950487,48.195187648190206,0.540779116293066,-0.5254409782859365,-116.99306430279869
33.0,0.6509451778127111,-192.16847838318427,0.4534510021385991,-0.4584280073812256,-110.24052486277137
34.0,0.4789859008162684,56.746097934507794,0.771535130445384,-0.174907759314318,-108.43000985525742
35.0,1.100670657647153,53.34378603837335,0.855576612756171,-0.21080609911590809,-111.83715377778611
36.0,1.1312656297420132,45.249186062979504,0.6961076302000437,-0.28620657023245366,-119.94324985406662
37.0,0.8504791507478283,33.694627476895796,0.7180692836968633,-0.41610629564025314,-131.51421843831793
38.0,0.8517533008891399,20.439187082421075,0.7011027572096299,-0.5624583138078408,-144.78848445472204
39.0,1.2631080821668064,7.500885518809784,0.3926577106498739,-0.614569092837782,-157.7451612338432
40.0,1.4262963644538866,-13.057839145435304,0.254998670797293,-0.6433091339067536,-178.3330837797589
41.0,0.8401782758831167,-20.443034226671262,0.037790331614670755,-0.6401385605666595,-185.7287674519153
42.0,-0.17625176478434643,-271.28575425752206,0.36790354709704226,-0.7034339126034321,-189.4701645578787
43.0,-0.14252595989359984,-23.900397644385784,0.3295228611157051,-0.6793169059667722,-189.19104108114604
44.0,0.19433007142682795,-19.63413516062438,-0.12900713442340098,-0.9074659336316144,-184.9187195723673
45.0,0.28284798111040627,-11.797949312413893,0.5342625521391087,-0.5592692922775544,-177.0714046278217
46.0,0.5188031673328313,-1.1589005684085552,0.4738484734141061,-0.6091556070220363,-166.41724610976402
47.0,0.7906598558182163,11.241586853556894,0.731408277141534,-0.39762778678606814,-153.9991472858011
48.0,0.11301826757279662,24.189666845488507,0.712005536314481,-0.18801339203370793,-141.03267819082365
49.0,0.3578752066957998,36.41789112315915,0.6475038890284263,-0.4315983020967139,-128.78708716251728
50.0,0.6398106062274264,46.72927589517451,0.6431249249112602,-0.4638731238282741,-118.46105797088867
51.0,0.5688816747421651,-192.99215801411265,0.7000021568354071,-0.3318324717940239,-111.06537429873228
52.0,0.24915250378407677,-189.25606697378495,0.5983696378362631,-0.16554854522505008,-107.3239771927356
53.0,0.5187626974099595,57.57183439412499,0.4708995918710543,-0.25478006179428986,-107.60310066946825
54.0,1.1507751957924908,53.30557191036358,0.7565448783546452,-0.1845670475735787,-111.87542217824699
55.0,1.3745248615714933,45.46938606211982,0.5996319311737593,-0.4245757894382379,-119.7227371227926
56.0,1.4459043762259,34.83033731811447,0.9435791428331376,-0.2762658473804245,-130.37689564085028
57.0,1.190400508315564,22.42984989618231,1.002303484307531,-0.3203308543804593,-142.7949944648465
58.0,1.0142242382111775,9.48176990418413,1.1520683907216203,-0.4271119282269197,-155.7614635598239
59.0,1.2472186892047932,-2.746454373419947,0.255317908666754,-0.681767959800377,-168.00705458809702
60.0,0.8756980707724783,-17.90771673245669,-0.3272165413935431,-1.0702749054571565,-183.1898492527766
61.0,1.4217791586023765,-28.074822673243695,0.3804365226898574,-0.5746948006920288,-193.37139470575377
62.0,0.0756988826706229,-34.464266008230055,0.3048637469574398,-0.6946283984655494,-199.76991244652802
63.0,0.7262704317340601,-36.4506035059352,0.7187687763909478,-0.5393574240850265,-201.75907097751724
64.0,-0.4977170098169972,-280.94602760295675,0.2535160137701242,-0.6450333639092377,-199.14415760247584
65.0,0.3281073695739002,-26.886254256011068,0.5632719148171471,-0.6333248774929413,-192.18113826163435
66.0,0.9394956065709991,-16.27179265175826,0.6242597328921863,-0.5766354291197475,-181.55160180240352
67.0,0.9817280527854861,-3.0350312567845146,0.815250199135807,-0.6118739195965863,-168.29604131363368
68.0,0.7321974446045733,11.528323497750554,0.46118673497700824,-0.491633173187446,-153.7120034129673
69.0,0.7352565579161541,25.99270897945013,0.9610102709926169,0.0067195085300430155,-139.22707534305104
70.0,0.48263031596215655,38.942250358153714,0.537226051115485,-0.5070430817831945,-126.25914278579985
71.0,0.734550488411707,-197.99727269161568,0.7035720179708804,-0.4067528499986912,-116.07759733282272
72.0,0.47855169364931044,-191.6078293566293,0.49328446271800364,-0.3543732313646345,-109.67907959211502
73.0,0.4353160608373668,-189.62149185895746,0.7178849259930615,-0.28998337415130854,-107.68992106109253
74.0,0.9640261145268607,54.87393223806412,0.7057895936026266,-0.14649082853681633,-110.3048344361672
75.0,1.0217252814935187,47.92078788164152,0.4507320621102786,-0.30075872522754893,-117.26785377694215
76.0,1.7451151573792998,37.306326277422,0.8301412414761609,-0.3830208630879175,-127.89739023623953
77.0,1.5718279453987039,24.069564882414973,0.6012371484112262,-0.4277186871700549,-141.15295072494283
78.0,0.8460887617087581,9.50621012794647,0.8409131714231469,-0.48904985849626326,105.89937369804633
79.0,1.2720580077403596,-4.958175353786384,0.633262626927572,-0.7803820395876753,91.41444562809679
80.0,0.8429218608724176,-32.559322204820546,0.5859662904453827,-0.5318630488645364,-197.86226320660995
81.0,0.5133363344575548,-41.64040985220495,0.3506713155539392,-0.6780400830825117,-206.95624798292056
82.0,0.6557999971009466,-46.23443476581605,0.5097674658863922,-0.7662353305543833,-211.55679741584598
83.0,-0.30628214057124664,-292.99833076922033,0.125085706711171,-0.7718351864636077,-211.21357767296837
84.0,0.878735893605665,-40.64575998358695,0.6819900226630332,-0.49556622688716445,-205.96018549416718
85.0,0.7265330220737795,-31.010118714026067,0.9916551205198725,-0.5140979403480079,-196.31085950835626
86.0,0.8582323684037783,-17.927981672933875,0.7708791896516897,-0.4487049320363995,-183.21014297385804
87.0,0.8870489756725293,-2.6799195824322655,0.8052137343854844,-0.5172670601053116,-167.9404253031658
88.0,1.1383362787446838,13.241481000451712,0.8634606123758889,-0.29562740142521776,-151.9964128522295
89.0,0.8412839487967878,28.277722455795796,0.588108547585868,-0.355239721784373,-136.93881664819327
90.0,0.9015494998787628,40.95695270634226,0.36902045720152,-0.5421063666175431,-124.2415791199953
91.0,0.6210810493263315,-197.06858863676317,0.470702034055776,-0.49700905247689786,-115.14759434371797
92.0,0.6309386498969768,-192.47456372315207,0.8101494620993981,-0.21493130481304018,-110.54704491082582
93.0,1.2383292514106432,54.28933228021895,1.1794958420862258,-0.07097646840069356,-110.89026465363688
94.0,0.8322723313478886,49.04339048510866,0.6051976324973327,-0.2692016132254896,-116.14365683243804
95.0,1.488626101517029,39.40774921554778,0.934176725043306,-0.2546263805312649,-125.79298281824899
96.0,1.5535761602955653,26.325612174422304,0.9670192118871269,-0.4553308606452807,122.7426629709083
97.0,0.9481350245143998,11.077550083987262,0.6939578687898927,-0.579605365160781,-154.16341702347273
