#  wl flam flam_err
4.803806996822357178e+03 -2.593597900974774579e-19 1.565680954438978760e-18
4.808812924755412496e+03 -9.674505526252874812e-20 1.383873223908913947e-18
4.813818852688468723e+03 2.182588930104165693e-19 1.209957240242889333e-18
4.818824780621524042e+03 -1.748004298825568807e-19 1.076356549610698661e-18
4.823830708554580269e+03 3.476596786265839307e-19 9.780153198969268921e-19
4.828836636487635587e+03 -8.225561142709137190e-19 8.908986085637892490e-19
4.833842564420691815e+03 -1.665800733077603774e-19 8.050835247299129074e-19
4.838848492353747133e+03 5.111699927721784094e-19 7.122283748340180297e-19
4.843854420286802451e+03 9.800437977482258392e-19 6.382916823573065770e-19
4.848860348219858679e+03 -2.120363075309300092e-20 5.713688362966104239e-19
4.853866276152913997e+03 -5.864677553537060961e-19 5.218729561214710356e-19
4.858872204085970225e+03 2.753748608384254657e-20 4.805299415202730134e-19
4.863878132019025543e+03 1.860199624096044252e-20 4.526424956317261257e-19
4.868884059952080861e+03 -3.363605150843200024e-20 4.272611873235810687e-19
4.873889987885137089e+03 -1.471836003753434217e-19 4.107094763907855468e-19
4.878895915818192407e+03 4.806819960751957045e-19 4.012259200612489408e-19
4.883901843751248634e+03 1.047070791507504652e-19 3.902529280356947962e-19
4.888907771684303952e+03 -1.213604333288006483e-19 3.720689713430875902e-19
4.893913699617360180e+03 -2.544495224027183049e-19 3.445266006892896734e-19
4.898919627550415498e+03 2.403947694063632249e-20 3.145110825229231402e-19
4.903925555483470816e+03 -1.878957810419101044e-20 2.917937031057197820e-19
4.908931483416527044e+03 -2.838279329421132680e-20 2.808658074402441468e-19
4.913937411349582362e+03 -3.673824583056784002e-19 2.731789967846624275e-19
4.918943339282638590e+03 1.408931180590467200e-19 2.629288623524489420e-19
4.923949267215693908e+03 2.573788460866908377e-19 2.480093559856035863e-19
4.928955195148750136e+03 -1.082531496829201228e-19 2.334909142475551150e-19
4.933961123081805454e+03 6.491504501838541459e-20 2.227005134150912915e-19
4.938967051014860772e+03 -1.834364975563984246e-19 2.181823213935055052e-19
4.943972978947916999e+03 1.814509741947042593e-19 2.154971751387305612e-19
4.948978906880972318e+03 6.889023353313117229e-20 2.106775859255855853e-19
